country,year,organism,antibiotic,resistant_percent,isolates_tested,source_file
Poland,2012,Klebsiella pneumoniae,combined resistance,48.4,353.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Poland,2013,Klebsiella pneumoniae,combined resistance,52.5,366.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Portugal,2010,Klebsiella pneumoniae,combined resistance,19.4,567.0,European/2013/Downloadables/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2010-2013.xlsx
Portugal,2011,Klebsiella pneumoniae,combined resistance,20.8,614.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Portugal,2012,Klebsiella pneumoniae,combined resistance,25.1,776.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Portugal,2013,Klebsiella pneumoniae,combined resistance,21.9,909.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Portugal,2014,Klebsiella pneumoniae,combined resistance,23.0,1705.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Romania,2010,Klebsiella pneumoniae,combined resistance,23.5,17.0,European/2013/Downloadables/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2010-2013.xlsx
Romania,2011,Klebsiella pneumoniae,combined resistance,30.0,10.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Romania,2012,Klebsiella pneumoniae,combined resistance,42.3,97.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Romania,2013,Klebsiella pneumoniae,combined resistance,42.9,210.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Romania,2014,Klebsiella pneumoniae,combined resistance,56.0,248.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovakia,2011,Klebsiella pneumoniae,combined resistance,62.4,465.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovakia,2012,Klebsiella pneumoniae,combined resistance,55.3,376.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovakia,2013,Klebsiella pneumoniae,combined resistance,57.9,487.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovakia,2014,Klebsiella pneumoniae,combined resistance,63.3,493.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovenia,2010,Klebsiella pneumoniae,combined resistance,17.9,196.0,European/2013/Downloadables/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2010-2013.xlsx
Slovenia,2011,Klebsiella pneumoniae,combined resistance,19.8,232.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovenia,2012,Klebsiella pneumoniae,combined resistance,17.3,254.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovenia,2013,Klebsiella pneumoniae,combined resistance,15.9,245.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Slovenia,2014,Klebsiella pneumoniae,combined resistance,18.9,233.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Spain,2010,Klebsiella pneumoniae,combined resistance,4.7,1161.0,European/2013/Downloadables/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2010-2013.xlsx
Spain,2011,Klebsiella pneumoniae,combined resistance,8.3,1145.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Spain,2012,Klebsiella pneumoniae,combined resistance,8.9,1150.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Spain,2013,Klebsiella pneumoniae,combined resistance,11.2,1241.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Spain,2014,Klebsiella pneumoniae,combined resistance,10.0,1265.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Sweden,2010,Klebsiella pneumoniae,combined resistance,0.8,364.0,European/2013/Downloadables/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2010-2013.xlsx
Sweden,2011,Klebsiella pneumoniae,combined resistance,0.9,890.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Sweden,2012,Klebsiella pneumoniae,combined resistance,1.4,977.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Sweden,2013,Klebsiella pneumoniae,combined resistance,1.7,1235.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Sweden,2014,Klebsiella pneumoniae,combined resistance,1.4,623.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
United Kingdom,2010,Klebsiella pneumoniae,combined resistance,3.6,701.0,European/2013/Downloadables/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2010-2013.xlsx
United Kingdom,2011,Klebsiella pneumoniae,combined resistance,2.1,914.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
United Kingdom,2012,Klebsiella pneumoniae,combined resistance,2.3,913.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
United Kingdom,2013,Klebsiella pneumoniae,combined resistance,4.9,1070.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
United Kingdom,2014,Klebsiella pneumoniae,combined resistance,3.2,974.0,European/2014/K pneumoniae/number-k-pneumoniae-isolates-and-percentage-combined-resistance-2011-2014.xlsx
Austria,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",4.0,827.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Austria,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.6,837.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Austria,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.2,900.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Austria,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.3,936.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Belgium,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",8.5,411.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Belgium,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",8.2,464.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Belgium,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",7.9,341.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Belgium,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",9.3,353.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Bulgaria,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",36.5,126.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Bulgaria,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",35.6,132.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Bulgaria,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",44.1,143.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Bulgaria,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",28.6,84.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Croatia,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",30.8,331.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Croatia,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",30.0,367.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Croatia,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",30.6,330.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Croatia,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",32.4,380.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Cyprus,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",9.2,65.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Cyprus,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",5.9,68.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Cyprus,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",15.0,80.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Cyprus,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",17.7,62.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Czech Republic,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",41.8,1399.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Czech Republic,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",38.3,1291.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Czech Republic,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",38.7,1382.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Czech Republic,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",41.5,1416.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Denmark,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.1,577.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Denmark,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.5,519.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Denmark,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.1,925.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Denmark,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",1.1,924.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Estonia,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",10.5,86.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Estonia,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",9.2,87.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Estonia,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",11.5,131.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Estonia,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",22.2,36.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Finland,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",0.2,516.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Finland,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",0.4,514.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Finland,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",1.4,556.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Finland,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",1.1,623.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
France,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",19.2,1097.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
France,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",22.9,1916.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
France,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",23.7,2172.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
France,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",22.5,2324.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Germany,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",6.2,663.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Germany,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",7.0,753.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Germany,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",5.3,979.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Germany,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.1,1515.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Greece,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",57.0,1426.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Greece,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",51.5,1164.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Greece,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",55.1,1061.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Greece,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",46.7,1160.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Hungary,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",37.9,480.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Hungary,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",32.2,549.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Hungary,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",28.6,636.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Hungary,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",30.2,698.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Iceland,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",0.0,14.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Iceland,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",0.0,28.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Iceland,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",0.0,28.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Iceland,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",0.0,35.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Ireland,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.4,326.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Ireland,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",7.9,316.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Ireland,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",7.4,353.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Ireland,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",7.2,387.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Italy,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",33.9,752.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Italy,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",29.6,1360.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Italy,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",32.0,1164.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Italy,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",29.7,1940.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Latvia,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",42.3,78.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Latvia,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",39.8,88.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Latvia,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",41.3,104.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Latvia,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",36.6,112.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Lithuania,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",52.2,184.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Lithuania,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",33.3,144.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Lithuania,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",35.5,152.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Lithuania,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",39.9,178.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Luxembourg,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",20.0,50.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Luxembourg,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",17.0,53.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Luxembourg,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",16.7,66.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Luxembourg,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",13.3,60.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Malta,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",19.3,57.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Malta,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",20.3,69.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Malta,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",26.7,101.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Malta,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",15.2,92.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Netherlands,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",2.7,667.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Netherlands,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",2.2,630.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Netherlands,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",2.0,865.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Netherlands,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.0,908.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Norway,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",1.5,593.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Norway,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",1.8,616.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Norway,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",3.9,744.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Norway,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",2.3,699.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Poland,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",50.3,350.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Poland,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",54.3,350.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Poland,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",54.6,443.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Poland,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",54.0,645.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Portugal,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",25.1,776.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Portugal,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",21.7,909.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Portugal,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",22.8,1705.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Portugal,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",25.0,2084.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Romania,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",42.3,97.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Romania,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",42.9,210.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Romania,2014,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",56.3,247.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Romania,2015,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",49.8,261.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Slovakia,2012,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",55.5,375.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
Slovakia,2013,Klebsiella pneumoniae,"combined resistance to fluoroquinolones, third-generation cephalosporins and aminoglycosides",57.8,486.0,"European/2015/Klebsiella, Tables 3-8 to 3-13.xlsx [Table 3.12]"
